51880;Adame Roman, Lucia;35;Madre;3133289102;CL 72 SUR # 79 D - 33;Empleado
51798;Cuartas Alvarez, Maria Inocencia;25;Madre;3154562710;CL 14 SUR # 25 - 05 ESTE;Independiente
51882;Alvarez Delgado, Janeth;35;Madre;3133289100;KR 70 B # 24 B - 35 SUR;Empleado
51800;Alvarez Gomez, Bernardo;30;Padre;3154562712;KR 7 # 155 - 20;Independiente
51802;Alvarez Bonilla, Marcelino;29;Padre;3154562714;KR 111 A # 139 - 88;Empleado
51804;Bonilla Castro, Maria Jose;26;Tia;3154562716;KR 10 # 13 - 52 SUR;Empleado
51806;Astray Rodriguez, Julio Ignacio;67;Abuelito;0;CL 30 SUR # 15 - 45;Pensionado
51884;Avalos Jimenez, Samuel;35;Tio;3133289098;TV 72 B # 44 C - 19 SUR;Independiente
51808;Barrera Camargo, Manuel;28;Padre;3154562720;CL 37 SUR # 1 F - 00 ESTE;Empleado
51886;Barrios Rodriguez, Angel;35;Padre;3133289096;CL 72 SUR # 100 A - 71;Empleado
51888;Benitez Castro, Carlos Rodrigo;34;Padre;3133289094;KR 78 C # 8 A - 43;Independiente
51890;Bernabe Elguea, Juan Manuel;34;Tio;3133289092;KR 77 L # 65 J - 73 SUR;Independiente
51892;Blancas Castro, Juana;34;Tia;0;DG 48 B SUR # 24 B - 73;Empleado
51810;Carpintero Cubides, Ana Graciela;29;Madre;3154562722;DG 45 BIS A SUR # 16 B - 23;Independiente
51894;Cadena Arellano, Yesenia;34;Madre;3133289088;KR 1 G ESTE # 84 A - 42 SUR;Empleado
51812;Roman Campo, Maria Paula;30;Madre;3154562724;KR 98 B # 74 - 68 SUR;Empleado
51896;Carrillo Flores, Abraham;34;Padre;3133289086;CL 70 SUR # 56 - 45;Empleado
51898;Cejudo Guadarrama, Mariana;34;Madre;3133289084;KR 25 # 53 B - 32 SUR;Empleado
51814;Garcia Cortes, Jaime Mar’a;31;Tio;3154562726;KR 72 G # 39 - 57 SUR;Empleado
51900;Cortes Solis, Maria Jose;33;Madre;3133289082;KR 17 B # 64 B - 45 SUR;Empleado
51902;Diaz Martinez, Sergio;33;Padre;3133289080;KR 6 H ESTE # 114 - 88 SUR;Empleado
51816;Diaz Uribe, Ismael;32;Padre;3154562728;KR 86 # 74 - 00 SUR;Empleado
51904;Dominguez Ojeda, Miriam;33;Madre;3133289078;CL 52 SUR # 97 C - 35;Empleado
51906;Estrada Velazquez, Noemi;33;Madre;3133289076;KR 80 I # 57 B - 50 SUR;Empleado
51818;Fernandez Espitia, Bernardo;33;Padre;3154562730;TV 5 J # 48 F - 69 SUR;Independiente
51820;Fernandez Fuentes, Hector;34;Padre;3154562732;CL 37 B SUR # 68 D - 93;Empleado
51822;Fernandez Somoano, Pedro;35;Padre;3154562734;CL 42 A SUR # 12 A - 27 ESTE;Empleado
51908;Flores Ocampo, Ulises Ismael;33;Padre;3133289074;CL 32 SUR # 22 - 30;Empleado
51824;Gonzalez Fuentes, Alejandra;36;Madre;3154562736;KR 100 A # 130 - 18;Empleado
51824;Gonzalez Fuentes, Alejandra;36;Madre;3154562738;KR 100 A # 130 - 19;Empleado
51828;Gonzalez Garces, Pablo;38;Tio;3154562740;KR 53 # 135 - 13;Independiente
51830;Gonzalez Gomez, Guillermo;39;Padre;3154562742;CL 27 SUR # 22 A - 02;Independiente
51832;Gonzalez Suarez, Adrian;40;Padre;3154562744;KR 17 F # 73 A - 31 SUR;Empleado
51910;Gonzalez Valdez, Alejandra;32;Madre;3108795513;CL 30 SUR # 18 - 25;Empleado
51912;Gonzalez Valdez, Mario Johan;32;Padre;3108795515;CL 2 # 93 - 28;Empleado
51912;Gonzalez Valdez, Mario Johan;32;Padre;3108795515;CL 2 # 93 - 28;Empleado
51834;Gonzalez Garces, Antonio;41;Tio;3154562746;CL 11 # 65 B - 10;Independiente
51836;Gonzalez Tomas, Maria Adelaida;42;Tia;0;CL 3 # 9 - 70;Empleado
51916;Hernandez Lara, Maria Camila;32;Tia;3108795519;CL 69 SUR # 18 B - 35;Empleado
51918;Hernandez Rodriguez, Rosa Yaquelin;52;Abuelita;0;KR 18 I # 69 D - 35 SUR;Pensionado
51920;Huerta Fuentes, Jose Rodrigo;32;Padre;3108795523;KR 101 # 23 - 42;Independiente
51922;Hurtado Lagunas, Christian David;31;Madre;3108795525;CL 165 # 8 A - 03;Independiente
51924;Hurtado Perez, Erika;31;Madre;3108795527;CL 60 A SUR # 73 - 41;Independiente
51838;Iglesias Santirso, Lucia;43;Madre;3154562750;KR 77 A # 67 - 17;Independiente
51926;Jimenez Salazar, Gerardo;31;Tio;0;CL 5 A SUR # 88 B - 08;Independiente
51928;Lopez Valladares, Sandra Ibeth;31;Madre;3108795531;KR 51 # 16 - 64 SUR;Empleado
51840;Martinez alvarez, Juan Manuel;44;Padre;3133289142;CL 17 D # 123 B - 26;Empleado
51840;Martinez alvarez, Juan Manuel;44;Padre;3133289142;CL 17 D # 123 B - 26;Empleado
51930;Martinez Garces, Santiago;31;Padre;3108795533;KR 84 A # 57 B - 04 SUR;Independiente
51932;Martinez Hernandez, Daniel;31;Padre;3108795535;CL 144 C # 141 A - 51;Independiente
51842;Martinez Moran, Paula;45;Madre;0;CL 65 # 112 A - 39;Empleado
51842;Martinez Moran, Paula;45;Madre;0;CL 65 # 112 A - 39;Empleado
51844;Mas Andres, Virginia Maria;46;Madre;3133289138;KR 18 A # 187 - 67;Independiente
51846;Menendez Gutierrez, Guillermo;47;Padre;3133289136;KR 43 # 70 A - 50 SUR;Empleado
51938;Menez Due–as, Angela;30;Madre;3108795541;KR 19 A BIS # 1 C - 55;Independiente
51848;Nicieza Fuentes, Victor;48;Padre;3133289134;CL 59 I SUR # 44 A - 02;Independiente
51940;Noriega Lozano, Alexia Jazmin;30;Madre;3108795543;KR 93 A # 42 A - 37 SUR;Empleado
51942;Ocampo Rogel Luis David;30;Padre;3108795545;CL 111 A BIS SUR # 4 A - 41 ESTE;Independiente
51944;Oliveros Tapia, Edna Rocio;30;Padre;3108795547;KR 2 A # 74 B BIS - 00 SUR;Independiente
51850;Ornosa Murcia, Oscar;49;Padre;3133289132;CL 92 SUR # 2 - 43;Independiente
51852;Ortega Moro, Ornelia;50;Madre;3133289130;AK 116 # 22 I - 56;Empleado
51854;Perez Fuentes, Federica;51;Madre;3133289128;CL 14 SUR # 28 - 06;Independiente
51856;Perez Gutierrez, Fernando;52;Padre;3133289126;KR 1 # 36 H - 12 SUR MJ;Empleado
51796;Montenegro Pulido, Alejandra;25;Madre;3154562708;CL 62 SUR # 19 B - 42;Empleado
51858;Quevedo Alvarez, Mario;53;Padre;3133289124;KR 11 ESTE # 1 A - 85;Empleado
51946;Ramirez Pastrana, Laiza ;29;Madre;3108795549;KM 8 VIA SAN JUAN DE SUMAPAZ;Empleado
51948;Ramos Osorio, Ignacio;29;Padre;3108795551;KR 78 G # 38 C - 11 SUR;Independiente
51950;Reyes Valdez, Daniela;29;Madre;3108795553;CL 1 H # 40 D - 13;Independiente
51952;Reza Uriostegui, Joselin;29;Padre;3108795555;CL 32 SUR # 24 B - 20;Empleado
51860;Rodriguez Alonso, Daniela;54;Tia;3133289122;KR 51 A # 26 - 38 SUR;Pensionado
51862;Rodriguez Pelaez, Benancio;67;Abuelito;0;DG 47 SUR # 19 B - 19;Pensionado
51864;Rodriguez Rodriguez, Javier;36;Padre;3133289118;CL 59 B SUR # 87 B - 02;Independiente
51954;Roman Hernandez, Luz Dary;29;Madre;3108795557;CL 26 SUR # 17 D - 11 ESTE;Independiente
51956;Roman Lopez, Victoria Lizeth;29;Madre;3108795559;CL 78 A SUR # 17 F - 26;Independiente
51866;Rosal Fraga, Joaquina;36;Madre;3133289116;CL 52 A SUR # 87 D - 45;Empleado
51868;Ruiz G—mez, Miriam;36;Madre;3133289114;KR 1 BIS B ESTE # 73 B - 97 SUR;Independiente
51958;Ruiz Hinojosa, Eliecer;28;Padre;3108795561;KR 45 C # 69 D - 15 SUR;Empleado
51870;Saenz Suarez, Hector Miguel;36;Tio;3133289112;CL 37 SUR # 23 - 51;Empleado
51872;Serrano Fuentes, alvaro;36;Padre;3133289110;CL 104 SUR # 1 B - 08;Empleado
51960;Serrano Martinez,  Araceli;28;Madre;3108795563;CL 51 SUR # 91 D - 56;Empleado
51960;Serrano Martinez,  Araceli;28;Madre;3108795563;CL 51 SUR # 91 D - 56;Empleado
51874;Torrecillas Reig, Ram—n;36;Padre;3133289108;KR 5 C ESTE # 98 A - 55;Independiente
51876;Villa Carro, Mario;35;Padre;3133289106;CL 76 SUR # 24 A - 11;Independiente
51878;Zapico alvarez, Jorge;35;Padre;3133289104;CL 14 A # 108 - 78;Empleado
;;;;;;
;;;;;;
